,TOC,TIPLOC,User/Pass,count
766,CS,BUSHEY,Passing Point,20
767,CS,CAARMNT,Passing Point,50
768,CS,CARLILE,Passing Point,19
769,CS,CARLILE,User,38
770,CS,CARRBDG,Passing Point,25
771,CS,CARRBDG,User,25
772,CS,CHRNGXG,Passing Point,14
773,CS,CLPLLP,Passing Point,24
774,CS,CMDNJN,Passing Point,192
775,CS,CMDNRCJ,Passing Point,24
776,CS,CMDNRDJ,Passing Point,24
777,CS,CMDNSTH,Passing Point,168
778,CS,CMPRDNJ,Passing Point,50
779,CS,CNNGSJN,Passing Point,12
780,CS,CNST,User,50
781,CS,CNTY,Passing Point,14
782,CS,COATBDS,Passing Point,50
783,CS,COATDYK,Passing Point,14
784,CS,COBB712,Passing Point,60
785,CS,COBB713,Passing Point,58
786,CS,COLTONJ,Passing Point,24
787,CS,COLWICH,Passing Point,76
788,CS,CORROUR,User,50
789,CS,CRAHALL,Passing Point,50
790,CS,CRAIGO,Passing Point,50
791,CS,CREWBHJ,Passing Point,76
792,CS,CREWE,Passing Point,38
793,CS,CREWE,User,38
794,CS,CREWECY,Passing Point,76
795,CS,CRGDRNJ,Passing Point,50
796,CS,CRGISTH,Passing Point,50
797,CS,CRGNTYJ,Passing Point,24
798,CS,CRLTOTL,Passing Point,24
799,CS,CRMRSEJ,Passing Point,50
800,CS,CRNFNJN,Passing Point,76
801,CS,CRNLRCH,User,50
802,CS,CRSTRS,Passing Point,20
803,CS,CRSTRS,User,44
804,CS,CRSTRSE,Passing Point,118
805,CS,CRSTRSS,Passing Point,79
806,CS,CULDNMR,Passing Point,50
807,CS,CUPAR,Passing Point,50
808,CS,DALAMBR,Passing Point,76
809,CS,DALMUIR,User,50
810,CS,DALWHIN,User,50
811,CS,DLMYJN,Passing Point,50
812,CS,DLNCRDH,Passing Point,50
813,CS,DLNSPDL,Passing Point,50
814,CS,DLREOCH,Passing Point,50
815,CS,DLTN,Passing Point,24
816,CS,DMBRTNC,User,50
817,CS,DONCBJN,Passing Point,6
818,CS,DONCDNJ,Passing Point,6
819,CS,DONCDSJ,Passing Point,6
820,CS,DONCLCJ,Passing Point,18
821,CS,DREMJ,Passing Point,24
822,CS,DRHM,Passing Point,24
823,CS,DUNANE,User,50
824,CS,DUNBAR,Passing Point,24
825,CS,DUNDCJ,Passing Point,50
826,CS,DUNDETB,User,50
827,CS,DUNKELD,User,50
828,CS,DVNTYNJ,Passing Point,6
829,CS,EDENVGL,Passing Point,38
830,CS,EDINBUR,User,12
831,CS,EGLNSTJ,Passing Point,118
832,CS,ESHS,Passing Point,14
833,CS,EUXT,Passing Point,10
834,CS,EUXTONJ,Passing Point,76
835,CS,FALKRKG,User,25
836,CS,FLETTON,Passing Point,24
837,CS,FNPK,Passing Point,18
838,CS,FNSTNEJ,Passing Point,25
839,CS,FNSTNWJ,Passing Point,25
840,CS,FRNGTNC,Passing Point,42
841,CS,FRTWJN,Passing Point,50
842,CS,FYHLSJN,Passing Point,24
843,CS,GARROWH,Passing Point,14
844,CS,GLDL,Passing Point,50
845,CS,GLGCBSJ,Passing Point,123
846,CS,GLGQLL,User,50
847,CS,GLNEGLS,User,50
848,CS,GOLBRNJ,Passing Point,76
849,CS,GRETNAJ,Passing Point,79
850,CS,GRIGG,Passing Point,76
851,CS,GRLCHHD,User,50
852,CS,GRNGMTJ,Passing Point,50
853,CS,GRNLNNG,Passing Point,25
854,CS,GSTANG,Passing Point,76
855,CS,GTHM,Passing Point,24
856,CS,GTHS,Passing Point,24
857,CS,HADLYWD,Passing Point,2
858,CS,HAMBLNJ,Passing Point,24
859,CS,HAMLTNC,Passing Point,54
860,CS,HANSLPJ,Passing Point,76
861,CS,HARLSJN,Passing Point,104
862,CS,HARTFDJ,Passing Point,76
863,CS,HATFILD,Passing Point,2
864,CS,HAUGHDJ,Passing Point,72
865,CS,HAYMRKT,Passing Point,294
866,CS,HAYMRWJ,Passing Point,150
867,CS,HELPSTN,Passing Point,6
868,CS,HEMLHMP,Passing Point,20
869,CS,HILTONJ,Passing Point,50
870,CS,HITCHIN,Passing Point,24
871,CS,HLNSBRU,User,50
872,CS,HLWYSJ,Passing Point,24
873,CS,HMTNJ,Passing Point,76
874,CS,HNTNGDN,Passing Point,24
875,CS,HOLME,Passing Point,12
876,CS,HOLYTNJ,Passing Point,26
877,CS,HRGY,Passing Point,2
878,CS,HRNSY,Passing Point,2
879,CS,HROW,Passing Point,76
880,CS,HTONSJN,Passing Point,24
881,CS,HYNDLEJ,Passing Point,50
882,CS,INVKLOR,Passing Point,50
883,CS,IVRKTHG,User,50
884,CS,KCLD,User,50
885,CS,KEBGSJN,Passing Point,24
886,CS,KGUSSIE,User,50
887,CS,KLGL,Passing Point,20
888,CS,KNCRAIG,Passing Point,25
889,CS,KNEBWTH,Passing Point,2
890,CS,KNGXFTJ,Passing Point,24
891,CS,KRKP862,Passing Point,38
892,CS,KRKP863,Passing Point,41
893,CS,LADYBNK,Passing Point,50
894,CS,LANARKJ,Passing Point,80
895,CS,LANCSTR,Passing Point,76
896,CS,LARBERJ,Passing Point,50
897,CS,LAWJ,Passing Point,80
898,CS,LBRDFJN,Passing Point,19
899,CS,LCHTNJ,Passing Point,76
900,CS,LCHTTVL,Passing Point,20
901,CS,LCKRBIE,Passing Point,79
902,CS,LEDBRNJ,Passing Point,76
903,CS,LEUCHRS,User,50
904,CS,LNGBKBY,Passing Point,6
905,CS,LNGLNDJ,Passing Point,12
906,CS,LNLTHGW,Passing Point,50
907,CS,LRKFLDJ,Passing Point,118
908,CS,LRNCKRK,Passing Point,50
909,CS,LVNSTNS,Passing Point,24
910,CS,MADELEY,Passing Point,76
911,CS,MDCLDRJ,Passing Point,144
912,CS,MFDB,Passing Point,38
913,CS,MILBRNJ,Passing Point,50
914,CS,MKNSCEN,Passing Point,76
915,CS,MNKTNHJ,Passing Point,24
916,CS,MONTRSE,User,50
917,CS,MORCMSJ,Passing Point,76
918,CS,MOSENDE,Passing Point,26
919,CS,MOSENDS,Passing Point,24
920,CS,MOSENDW,Passing Point,34
921,CS,MOTHRWL,Passing Point,64
922,CS,MOTHRWL,User,50
923,CS,MOYY,Passing Point,50
924,CS,MRHSNJ,Passing Point,5
925,CS,MRPTHRP,Passing Point,24
926,CS,MTFL,Passing Point,5
927,CS,NBARNET,Passing Point,2
928,CS,NEWANG,Passing Point,24
929,CS,NEWSGAT,Passing Point,2
930,CS,NLRTN,Passing Point,24
931,CS,NMPTN,Passing Point,6
932,CS,NNTN,Passing Point,76
933,CS,NTNB,Passing Point,19
934,CS,NWBG,Passing Point,100
935,CS,NWRKFC,Passing Point,24
936,CS,NWTL,Passing Point,72
937,CS,NWTLEJ,Passing Point,162
938,CS,NWTLWJ,Passing Point,229
939,CS,NWTM,User,50
940,CS,OKLGHPK,Passing Point,2
941,CS,OXENHLM,Passing Point,76
942,CS,OXWLCO,Passing Point,24
943,CS,PBRO,Passing Point,24
944,CS,PERTH,User,50
945,CS,PLMD779,Passing Point,20
946,CS,PNTH,Passing Point,76
947,CS,POLMONT,Passing Point,50
948,CS,PORTOBL,Passing Point,24
949,CS,POTRSBR,Passing Point,24
950,CS,PPAN,Passing Point,24
951,CS,PRNCSTG,Passing Point,294
952,CS,PRST,User,38
953,CS,PRSTNFJ,Passing Point,76
954,CS,PRSTRJN,Passing Point,76
955,CS,PTLCHRY,User,50
956,CS,PWTH,Passing Point,20
957,CS,QPRK,Passing Point,5
958,CS,RANNOCH,User,50
959,CS,REST402,Passing Point,12
960,CS,REST403,Passing Point,12
961,CS,RESTSTN,Passing Point,24
962,CS,ROYBDGE,User,50
963,CS,RTFD,Passing Point,24
964,CS,RTHGNEJ,Passing Point,229
965,CS,RUGBTVJ,Passing Point,76
966,CS,RUGBY,Passing Point,57
967,CS,RUGL,Passing Point,20
968,CS,RUGLYNJ,Passing Point,76
969,CS,SHAPHNS,Passing Point,38
970,CS,SHAPSMT,Passing Point,76
971,CS,SHFD,Passing Point,229
972,CS,SHFTHLJ,Passing Point,24
973,CS,SHILDMR,Passing Point,80
974,CS,SHTLSTN,Passing Point,50
975,CS,SHTT,Passing Point,26
976,CS,SHVN,User,50
977,CS,SKELTNB,Passing Point,12
978,CS,SKELTON,Passing Point,24
979,CS,SLATEFD,Passing Point,144
980,CS,SLIGHTJ,Passing Point,38
981,CS,SLOCHD,Passing Point,44
982,CS,SNDY,Passing Point,24
983,CS,SOKEJN,Passing Point,18
984,CS,SPEANBD,User,50
985,CS,SPRBJN,Passing Point,76
986,CS,STAFFRD,Passing Point,76
987,CS,STAFTVJ,Passing Point,57
988,CS,STEVNGE,Passing Point,24
989,CS,STIRLNG,User,50
990,CS,STNEOTS,Passing Point,2
991,CS,STNY,Passing Point,50
992,CS,TALNGTN,Passing Point,24
993,CS,TAYBDGS,Passing Point,50
994,CS,TEBAY,Passing Point,76
995,CS,TEMPLHJ,Passing Point,24
996,CS,THIRSK,Passing Point,24
997,CS,THRNTNJ,Passing Point,50
998,CS,THRNTSJ,Passing Point,50
999,CS,TMWTHLL,Passing Point,20
1000,CS,TOLERTN,Passing Point,24
1001,CS,TOMATIN,Passing Point,25
1002,CS,TRING,Passing Point,76
1003,CS,TULLOCH,User,50
1004,CS,TURSDLJ,Passing Point,24
1005,CS,TYNDRMU,User,50
1006,CS,UDNGTNJ,Passing Point,162
1007,CS,UPHALL,Passing Point,50
1008,CS,USAN,Passing Point,50
1009,CS,WATFDJ,Passing Point,19
1010,CS,WATFDJ,User,57
1011,CS,WEAVERJ,Passing Point,76
1012,CS,WEEDON,Passing Point,70
1013,CS,WESTRTN,Passing Point,50
1014,CS,WHHSJN,Passing Point,19
1015,CS,WIGANNW,Passing Point,76
1016,CS,WIGASJN,Passing Point,76
1017,CS,WINWCKJ,Passing Point,76
1018,CS,WLMRGRN,Passing Point,24
1019,CS,WLSDBSJ,Passing Point,48
1020,CS,WLSDHLS,Passing Point,36
1021,CS,WLSDNN7,Passing Point,12
1022,CS,WLSDWLJ,Passing Point,192
1023,CS,WLVR,Passing Point,20
1024,CS,WLWYNGC,Passing Point,24
1025,CS,WLWYNN,Passing Point,2
1026,CS,WMBY,Passing Point,76
1027,CS,WMBYEFR,User,3
1028,CS,WNCBROJ,Passing Point,50
1029,CS,WNSFD,Passing Point,76
1030,CS,WRGTNBQ,Passing Point,76
1031,CS,WRGTWOJ,Passing Point,57
1032,CS,YORK,Passing Point,18
1033,CS,YWAYNJN,Passing Point,24
1034,EM,ALERTN,Passing Point,14
1035,EM,ALERTN,User,466
1036,EM,ALFRETN,Passing Point,64
1037,EM,ALFRETN,User,598
1038,EM,ALNGEJN,Passing Point,557
1039,EM,ALNGJN,Passing Point,1217
1040,EM,ALNGNJN,Passing Point,557
1041,EM,ALSAGER,User,446
1042,EM,AMBERGJ,Passing Point,2237
1043,EM,AMBERGT,User,681
1044,EM,ANCASTR,Passing Point,476
1045,EM,ANCASTR,User,129
1046,EM,ARDWCKJ,Passing Point,566
1047,EM,ASHBRYS,Passing Point,24
1048,EM,ASLCKTN,User,463
1049,EM,ASTLEY,Passing Point,28
1050,EM,ATNBRO,User,625
1051,EM,ATNBROJ,Passing Point,24
1052,EM,ATTLBON,Passing Point,412
1053,EM,ATTLBON,User,112
1054,EM,BAMFORD,Passing Point,524
1055,EM,BAMFORD,User,34
1056,EM,BAROWOS,User,476
1057,EM,BEDFDM,Passing Point,2396
1058,EM,BEDFDM,User,1417
1059,EM,BEDFDN,Passing Point,3831
1060,EM,BEDFDS,Passing Point,3827
1061,EM,BEGHTJN,Passing Point,339
1062,EM,BELPER,User,727
1063,EM,BELWTRJ,Passing Point,569
1064,EM,BESSCRJ,Passing Point,160
1065,EM,BESTNSJ,Passing Point,2729
1066,EM,BESTON,User,1748
1067,EM,BINGHAM,Passing Point,492
1068,EM,BINGHAM,User,717
1069,EM,BIRCHWD,Passing Point,448
1070,EM,BIRCHWD,User,48
1071,EM,BKBY,Passing Point,353
1072,EM,BLEASBY,User,370
1073,EM,BLYBDGE,Passing Point,20
1074,EM,BLYBDGE,User,476
1075,EM,BNDON,Passing Point,500
1076,EM,BNDON,User,24
1077,EM,BNTBY,Passing Point,31
1078,EM,BNTBY,User,308
1079,EM,BOOTLBJ,Passing Point,28
1080,EM,BOSTON,User,545
1081,EM,BOTESFD,User,497
1082,EM,BOTESWJ,Passing Point,1217
1083,EM,BOUTHMJ,Passing Point,928
1084,EM,BRENTCJ,Passing Point,24
1085,EM,BRHLJN,Passing Point,354
1086,EM,BRKSTEJ,Passing Point,605
1087,EM,BRTJYC,User,376
1088,EM,BSTWDPJ,Passing Point,450
1089,EM,BSTWDPJ,User,1
1090,EM,BTHLYJN,Passing Point,446
1091,EM,BULWELL,User,677
1092,EM,BULWLSJ,Passing Point,730
1093,EM,CAVRSWL,Passing Point,482
1094,EM,CDON,Passing Point,16
1095,EM,CHFD,Passing Point,264
1096,EM,CHFD,User,1858
1097,EM,CHFDSJ,Passing Point,2218
1098,EM,CHNLY,User,82
1099,EM,CHNLYEJ,Passing Point,558
1100,EM,CHNLYNJ,Passing Point,558
1101,EM,CLAYXNJ,Passing Point,2218
1102,EM,CLHM,User,806
1103,EM,CORB974,Passing Point,32
1104,EM,CORBY,Passing Point,13
1105,EM,CORBY,User,56
1106,EM,CREWSJN,Passing Point,446
1107,EM,CRKLDNJ,Passing Point,11
1108,EM,CRKLWCJ,Passing Point,24
1109,EM,CRKLWD,Passing Point,253
1110,EM,CRKLWDJ,Passing Point,55
1111,EM,CRKLWSJ,Passing Point,340
1112,EM,CROMFD,User,681
1113,EM,CRTN,Passing Point,19
1114,EM,CRTN,User,586
1115,EM,CRWLL,User,579
1116,EM,CTRDJN,Passing Point,4210
1117,EM,DAVNPRT,Passing Point,18
1118,EM,DOKJNSP,Passing Point,4278
1119,EM,DOKJSSP,Passing Point,4278
1120,EM,DONCBCJ,Passing Point,2
1121,EM,DONCBJN,Passing Point,158
1122,EM,DONCDNJ,Passing Point,158
1123,EM,DONCDSJ,Passing Point,158
1124,EM,DONCPCJ,Passing Point,2
1125,EM,DORE,User,98
1126,EM,DORESJ,Passing Point,32
1127,EM,DORESNJ,Passing Point,2358
1128,EM,DOREWJ,Passing Point,558
1129,EM,DRBY,Passing Point,515
1130,EM,DRBY,User,1739
1131,EM,DRBYLNW,Passing Point,498
1132,EM,DRBYSMN,Passing Point,74
1133,EM,DRBYSMS,Passing Point,2237
1134,EM,DRBYWWJ,Passing Point,2428
1135,EM,DRONFLD,User,118
1136,EM,DUFIELD,User,681
1137,EM,ECCLES,Passing Point,28
1138,EM,ECLR,User,14
1139,EM,EDALE,Passing Point,524
1140,EM,EDALE,User,34
1141,EM,EDALE16,Passing Point,278
1142,EM,EDGH,Passing Point,508
1143,EM,EDGHSB,Passing Point,508
1144,EM,ELTON,User,32
1145,EM,ELTR,Passing Point,90
1146,EM,ELYY,User,520
1147,EM,ELYYNJN,Passing Point,1044
1148,EM,ELYYWJN,Passing Point,4
1149,EM,EMPKWAY,Passing Point,38
1150,EM,EMPKWAY,User,2137
1151,EM,ERLES31,Passing Point,256
1152,EM,ERLESDG,Passing Point,558
1153,EM,ERLSTWN,Passing Point,28
1154,EM,FISKRTN,Passing Point,434
1155,EM,FISKRTN,User,614
1156,EM,FLITWCJ,Passing Point,14
1157,EM,FLITWCK,Passing Point,3827
1158,EM,GBGHLRD,User,160
1159,EM,GBROTJ,Passing Point,160
1160,EM,GLAZBKE,Passing Point,496
1161,EM,GOXHILL,User,293
1162,EM,GRMSBYD,Passing Point,7
1163,EM,GRMSBYD,User,293
1164,EM,GRMSBYT,Passing Point,31
1165,EM,GRMSBYT,User,385
1166,EM,GRNDLFD,Passing Point,524
1167,EM,GRNDLFD,User,34
1168,EM,GTCOATS,Passing Point,16
1169,EM,GTCOATS,User,293
1170,EM,GTHM,Passing Point,4
1171,EM,GTHM,User,1069
1172,EM,GTHMNBJ,Passing Point,1726
1173,EM,HABRO,Passing Point,45
1174,EM,HABRO,User,601
1175,EM,HATHRSG,User,34
1176,EM,HAVENHS,User,64
1177,EM,HAZL,Passing Point,518
1178,EM,HAZL,User,16
1179,EM,HAZLGHJ,Passing Point,534
1180,EM,HBRTBDG,Passing Point,523
1181,EM,HBRTBDG,User,78
1182,EM,HCKNGTN,User,601
1183,EM,HDON,Passing Point,3875
1184,EM,HEALING,Passing Point,16
1185,EM,HEALING,User,293
1186,EM,HELPSTN,Passing Point,240
1187,EM,HGHDJN,Passing Point,6
1188,EM,HLTNLMR,Passing Point,353
1189,EM,HOPD,User,34
1190,EM,HOUGHGR,Passing Point,464
1191,EM,HOUGHGR,User,16
1192,EM,HRLG,Passing Point,186
1193,EM,HRLGSSJ,Passing Point,102
1194,EM,HRLNGRD,User,14
1195,EM,HRPNDN,Passing Point,90
1196,EM,HRPNDNJ,Passing Point,3827
1197,EM,HRWDENJ,Passing Point,3860
1198,EM,HTCP,Passing Point,10
1199,EM,HTNOJN,Passing Point,542
1200,EM,HUCKNAL,User,716
1201,EM,HUNTSX,Passing Point,432
1202,EM,HUNTSX,User,48
1203,EM,HUNTXWJ,Passing Point,480
1204,EM,HUYTON,Passing Point,22
1205,EM,HYKEHAM,User,782
1206,EM,ILKES,User,184
1207,EM,IRLAM,User,10
1208,EM,IRNVLJN,Passing Point,704
1209,EM,KETR,Passing Point,1201
1210,EM,KETR,User,2537
1211,EM,KETR094,Passing Point,86
1212,EM,KETRGNJ,Passing Point,3936
1213,EM,KETRSJ,Passing Point,3860
1214,EM,KETTON,Passing Point,42
1215,EM,KIDSGRV,User,446
1216,EM,KLBYBDG,Passing Point,2571
1217,EM,KNTSHTN,Passing Point,4180
1218,EM,KRKYCEN,Passing Point,40
1219,EM,KRKYCEN,User,730
1220,EM,KRKYLEJ,Passing Point,772
1221,EM,LAGHJN,Passing Point,111
1222,EM,LEAGRVE,Passing Point,90
1223,EM,LEAGRVJ,Passing Point,3827
1224,EM,LEGR,Passing Point,3
1225,EM,LESTER,Passing Point,14
1226,EM,LESTER,User,2564
1227,EM,LGML,Passing Point,548
1228,EM,LGML,User,156
1229,EM,LGWITH,User,325
1230,EM,LINCLNC,Passing Point,10
1231,EM,LINCLNC,User,491
1232,EM,LINDLA,Passing Point,730
1233,EM,LNGEATN,Passing Point,76
1234,EM,LNGEATN,User,1342
1235,EM,LNGP,User,138
1236,EM,LNGWRTH,Passing Point,353
1237,EM,LNTN,Passing Point,20
1238,EM,LNTN,User,476
1239,EM,LOGHBRO,Passing Point,1170
1240,EM,LOGHBRO,User,2013
1241,EM,LOWDHAM,Passing Point,324
1242,EM,LOWDHAM,User,724
1243,EM,LUTOAPY,Passing Point,58
1244,EM,LUTOAPY,User,1409
1245,EM,LUTON,Passing Point,2508
1246,EM,LUTON,User,1319
1247,EM,LVHM,Passing Point,10
1248,EM,LVRPLCS,Passing Point,508
1249,EM,MANEA,Passing Point,524
1250,EM,MANTLFF,Passing Point,42
1251,EM,MANTONJ,Passing Point,111
1252,EM,MARPLWJ,Passing Point,24
1253,EM,MATLCKB,User,681
1254,EM,MEADLAJ,Passing Point,24
1255,EM,MFLDTWN,User,730
1256,EM,MFLDWSE,Passing Point,17
1257,EM,MFLDWSE,User,577
1258,EM,MKTR,Passing Point,40
1259,EM,MKTR,User,308
1260,EM,MLHB,Passing Point,90
1261,EM,MLTNFBY,Passing Point,111
1262,EM,MLTNS54,Passing Point,60
1263,EM,MLTNSDG,Passing Point,13
1264,EM,MLTNSDG,User,46
1265,EM,MLTNWHI,Passing Point,111
1266,EM,MNCRDGT,Passing Point,524
1267,EM,MNCROXR,Passing Point,38
1268,EM,MNCROXR,User,486
1269,EM,MNCRPIC,Passing Point,24
1270,EM,MNCRPIC,User,486
1271,EM,MRCH,Passing Point,384
1272,EM,MRCH,User,140
1273,EM,MRCHWJN,Passing Point,524
1274,EM,MRKTHRB,Passing Point,1160
1275,EM,MRKTHRB,User,1411
1276,EM,MSLH,Passing Point,7
1277,EM,MTHRNGH,User,432
1278,EM,NENGLNN,Passing Point,14
1279,EM,NEWANG,User,16
1280,EM,NEWCLEE,Passing Point,7
1281,EM,NEWCLEE,User,293
1282,EM,NHOL,User,293
1283,EM,NNRYMLJ,Passing Point,452
1284,EM,NRCHTPJ,Passing Point,524
1285,EM,NSJDRBY,Passing Point,482
1286,EM,NTHRFLD,User,162
1287,EM,NTHRFLJ,Passing Point,2265
1288,EM,NTNG,User,1202
1289,EM,NTNGMJN,Passing Point,4129
1290,EM,NWMILSC,Passing Point,24
1291,EM,NWMILSJ,Passing Point,558
1292,EM,NWRKCAS,Passing Point,54
1293,EM,NWRKCAS,User,614
1294,EM,NWRKCEJ,Passing Point,928
1295,EM,NWRKFC,Passing Point,668
1296,EM,NWSTEAD,Passing Point,54
1297,EM,NWSTEAD,User,674
1298,EM,NWTNLW,Passing Point,28
1299,EM,OAKHAM,Passing Point,13
1300,EM,OAKHAM,User,102
1301,EM,OAKHASH,Passing Point,111
1302,EM,OLIVEMJ,Passing Point,28
1303,EM,ORDSLLJ,Passing Point,28
1304,EM,OXMRSHX,User,32
1305,EM,PBRO,User,524
1306,EM,PBROE,Passing Point,524
1307,EM,PEARTRE,Passing Point,14
1308,EM,PEARTRE,User,78
1309,EM,PELHMST,Passing Point,769
1310,EM,PINXTON,Passing Point,42
1311,EM,PKSDJT,Passing Point,28
1312,EM,PYEWIPJ,Passing Point,80
1313,EM,QUAD070,Passing Point,205
1314,EM,QUAD071,Passing Point,207
1315,EM,RADFDJ,Passing Point,1398
1316,EM,RADLETJ,Passing Point,3827
1317,EM,RADLETT,Passing Point,90
1318,EM,RADNOT,Passing Point,4
1319,EM,RADNOT,User,360
1320,EM,RATCLFJ,Passing Point,78
1321,EM,RAUCEBY,Passing Point,492
1322,EM,RAUCEBY,User,113
1323,EM,REDISHN,Passing Point,24
1324,EM,RHIL,Passing Point,28
1325,EM,ROBY,Passing Point,28
1326,EM,ROLSTN,User,314
1327,EM,ROMILEY,Passing Point,24
1328,EM,RSKNGTN,User,432
1329,EM,SAXILBY,User,160
1330,EM,SBROUGH,Passing Point,302
1331,EM,SBROUGH,User,293
1332,EM,SHEETSJ,Passing Point,2372
1333,EM,SHEFFLD,User,526
1334,EM,SHEFS77,Passing Point,292
1335,EM,SHRBREJ,Passing Point,594
1336,EM,SHRBROK,User,590
1337,EM,SHRKSEJ,Passing Point,594
1338,EM,SIBSEY,Passing Point,569
1339,EM,SILEBY,User,490
1340,EM,SILEBYJ,Passing Point,3223
1341,EM,SLDLJN,Passing Point,542
1342,EM,SLEFD,User,1026
1343,EM,SLEFDNJ,Passing Point,416
1344,EM,SLEFDSJ,Passing Point,412
1345,EM,SLEIESB,Passing Point,42
1346,EM,SLKSTRJ,Passing Point,273
1347,EM,SNBKJN,Passing Point,3831
1348,EM,SOKEJN,Passing Point,492
1349,EM,SPALDNG,User,430
1350,EM,SPDN,Passing Point,2324
1351,EM,SPDN,User,32
1352,EM,STALBCY,Passing Point,3827
1353,EM,STAMFD,User,46
1354,EM,STAMUFF,Passing Point,42
1355,EM,STHLNSJ,Passing Point,28
1356,EM,STKP,Passing Point,14
1357,EM,STKP,User,512
1358,EM,STKPE1,Passing Point,534
1359,EM,STKPE2,Passing Point,534
1360,EM,STOKEOT,Passing Point,6
1361,EM,STOKEOT,User,476
1362,EM,STOKOTJ,Passing Point,482
1363,EM,STSNJN,Passing Point,482
1364,EM,STTNPWY,User,730
1365,EM,STYTHPX,Passing Point,1048
1366,EM,SWNDRBY,User,658
1367,EM,SWSHEAD,User,64
1368,EM,SYSTNEJ,Passing Point,111
1369,EM,SYSTNNJ,Passing Point,563
1370,EM,SYSTNSJ,Passing Point,3162
1371,EM,SYSTON,User,490
1372,EM,TALNGTN,Passing Point,520
1373,EM,TAPTONJ,Passing Point,2218
1374,EM,TCULVRT,User,78
1375,EM,THABBEY,User,293
1376,EM,THETFD,User,524
1377,EM,THRGRTN,User,282
1378,EM,TOTLYTE,Passing Point,558
1379,EM,TOTONC,Passing Point,58
1380,EM,TOTONJ,Passing Point,58
1381,EM,TRENT,Passing Point,2674
1382,EM,TRENTJ,Passing Point,3195
1383,EM,TRFDPEJ,Passing Point,496
1384,EM,TROWSEJ,Passing Point,524
1385,EM,TRWLJN,Passing Point,704
1386,EM,TRWSSBJ,Passing Point,524
1387,EM,TUTBURY,Passing Point,20
1388,EM,TUTBURY,User,476
1389,EM,ULCEBY,User,293
1390,EM,UTOXETR,Passing Point,20
1391,EM,UTOXETR,User,476
1392,EM,UTOXSB,Passing Point,482
1393,EM,WAINFLT,User,545
1394,EM,WALERTN,Passing Point,7
1395,EM,WATSTJN,Passing Point,28
1396,EM,WATSTND,User,681
1397,EM,WCKENBY,Passing Point,353
1398,EM,WDBRNJN,Passing Point,354
1399,EM,WDHOUSJ,Passing Point,354
1400,EM,WGSTNNJ,Passing Point,2571
1401,EM,WHISTON,Passing Point,3
1402,EM,WHMPNJN,Passing Point,24
1403,EM,WHMPSJN,Passing Point,2233
1404,EM,WHMPSTM,Passing Point,4210
1405,EM,WHOLMSJ,Passing Point,1088
1406,EM,WHTLSEA,Passing Point,508
1407,EM,WHTLSEA,User,16
1408,EM,WHWLL,User,353
1409,EM,WIDNES,User,478
1410,EM,WLNGBNJ,Passing Point,214
1411,EM,WLNGBRO,Passing Point,2370
1412,EM,WLNGBRO,User,1457
1413,EM,WLNGBSJ,Passing Point,586
1414,EM,WMOR,Passing Point,18
1415,EM,WODENDJ,Passing Point,594
1416,EM,WRAWBYJ,Passing Point,353
1417,EM,WRGT,Passing Point,2
1418,EM,WRGT,User,478
1419,EM,WRNGTNJ,Passing Point,412
1420,EM,WVRTREJ,Passing Point,480
1421,EM,WYMN877,Passing Point,264
1422,EM,WYMN878,Passing Point,260
1423,EM,WYMNDHM,Passing Point,412
1424,EM,WYMNDHM,User,112
1425,ES,ASHFCEJ,Passing Point,911
1426,ES,ASHFCWJ,Passing Point,911
1427,ES,CHUNCTR,Passing Point,911
1428,ES,CSMLX,Passing Point,911
1429,ES,DAGNMJN,Passing Point,911
1430,ES,EBSFEJN,Passing Point,911
1431,ES,EBSFWJN,Passing Point,911
1432,ES,LENHAMX,Passing Point,911
1433,ES,NASHENX,Passing Point,911
1434,ES,SFLTJN,Passing Point,911
1435,ES,STFOEJN,Passing Point,911
1436,ES,STFOWJN,Passing Point,1178
1437,ES,WENGTNX,Passing Point,911
1438,ES,WENHX,Passing Point,911
1439,ES,YWAYSJN,Passing Point,1178
1440,GC,ADWICK,Passing Point,80
1441,GC,ADWICKJ,Passing Point,80
1442,GC,ALEXNDP,Passing Point,438
1443,GC,ALTFTJN,Passing Point,52
1444,GC,BIGLSWD,Passing Point,392
1445,GC,BLNGHMJ,Passing Point,236
1446,GC,BOWESPK,Passing Point,46
1447,GC,BOWSFLD,Passing Point,4
1448,GC,BRAGJN,Passing Point,28
1449,GC,BRHOUSE,Passing Point,74
1450,GC,BRHOUSE,User,160
1451,GC,BRLYWJN,Passing Point,234
1452,GC,BRTLYJN,Passing Point,4
1453,GC,BRWHINS,Passing Point,124
1454,GC,CLDBDGJ,Passing Point,288
1455,GC,CLPLLP,Passing Point,392
1456,GC,CNNGSJN,Passing Point,196
1457,GC,COLTONJ,Passing Point,232
1458,GC,CRFTNEJ,Passing Point,208
1459,GC,CRFTNWJ,Passing Point,288
1460,GC,CRLTOTL,Passing Point,392
1461,GC,DINSDAL,Passing Point,2
1462,GC,DLTN,Passing Point,4
1463,GC,DONC,Passing Point,180
1464,GC,DONC,User,162
1465,GC,DONCBCJ,Passing Point,14
1466,GC,DONCBJN,Passing Point,4
1467,GC,DONCDNJ,Passing Point,4
1468,GC,DONCLCJ,Passing Point,392
1469,GC,DONCPCJ,Passing Point,14
