,TOC,TIPLOC,User/Pass,count
5508,SE,WTRNGBY,Passing Point,30
5509,SE,WTRNGBY,User,803
5510,SE,WWICKHM,User,2597
5511,SE,WYEE,Passing Point,914
5512,SE,WYEE,User,879
5513,SE,YALDING,Passing Point,6
5514,SE,YALDING,User,803
5515,SE,YWAYSJN,Passing Point,2726
5516,SJ,ATTRCLI,User,1458
5517,SJ,BRGLCAR,User,1458
5518,SJ,BRGLVAL,User,1458
5519,SJ,NNRYSQU,User,1458
5520,SJ,ROTHCEN,User,1458
5521,SJ,SHEFARE,User,1458
5522,SJ,SHEFCAS,User,1460
5523,SJ,SHEFCIR,User,1458
5524,SJ,SHEFFIT,User,1460
5525,SJ,SHEFHYD,User,1460
5526,SJ,TINSLEJ,Passing Point,1458
5527,SJ,TINSLNJ,Passing Point,1458
5528,SJ,TINSMEA,User,1458
5529,SJ,WDBRNRD,User,1458
5530,SN,ALDTON,Passing Point,74
5531,SN,ALDTON,User,980
5532,SN,AMLY,Passing Point,17
5533,SN,AMLY,User,846
5534,SN,ANERLEY,Passing Point,98
5535,SN,ANERLEY,User,1312
5536,SN,ANGMRNG,Passing Point,140
5537,SN,ANGMRNG,User,2607
5538,SN,APDR,User,696
5539,SN,APSLEY,Passing Point,2
5540,SN,ARUNDEL,Passing Point,31
5541,SN,ARUNDEL,User,1228
5542,SN,ARUNDLJ,Passing Point,4338
5543,SN,ASHD,Passing Point,7
5544,SN,ASHD,User,1382
5545,SN,ASHUJN,Passing Point,668
5546,SN,ASHURST,User,604
5547,SN,BALCMTJ,Passing Point,2836
5548,SN,BALCOMB,Passing Point,66
5549,SN,BALCOMB,User,78
5550,SN,BALHAM,Passing Point,7597
5551,SN,BALHAM,User,4904
5552,SN,BALHJN,Passing Point,101
5553,SN,BANSTED,Passing Point,7
5554,SN,BANSTED,User,1376
5555,SN,BATRSH,Passing Point,14
5556,SN,BATRSPJ,Passing Point,11734
5557,SN,BATRSPK,Passing Point,3445
5558,SN,BATRSPK,User,3202
5559,SN,BDHMNRD,User,80
5560,SN,BDHMPTN,Passing Point,6
5561,SN,BDHMPTN,User,602
5562,SN,BELM,Passing Point,7
5563,SN,BELM,User,1376
5564,SN,BERWICK,Passing Point,44
5565,SN,BERWICK,User,962
5566,SN,BEXHILL,Passing Point,231
5567,SN,BEXHILL,User,2222
5568,SN,BILSHST,Passing Point,994
5569,SN,BILSHST,User,1228
5570,SN,BIRKBCK,User,828
5571,SN,BITERNE,User,14
5572,SN,BLCMJN,Passing Point,668
5573,SN,BLUANCR,Passing Point,111
5574,SN,BOPEEPJ,Passing Point,2422
5575,SN,BOSHAM,Passing Point,91
5576,SN,BOSHAM,User,846
5577,SN,BOTLEY,Passing Point,44
5578,SN,BOXHAWH,Passing Point,9
5579,SN,BOXHAWH,User,722
5580,SN,BOXHBUS,User,282
5581,SN,BRCKLAJ,Passing Point,5124
5582,SN,BRGHBUS,User,45
5583,SN,BRGHLRD,Passing Point,25
5584,SN,BRGHLRD,User,1506
5585,SN,BRGHTN,Passing Point,3
5586,SN,BRGHTN,User,24
5587,SN,BRHM,Passing Point,158
5588,SN,BRHM,User,5043
5589,SN,BRIXTON,Passing Point,98
5590,SN,BROCKLY,Passing Point,114
5591,SN,BROCKLY,User,1514
5592,SN,BSSN,User,1410
5593,SN,BURGESH,Passing Point,450
5594,SN,BURGESH,User,1361
5595,SN,BURSLDN,User,14
5596,SN,BUSHEY,Passing Point,28
5597,SN,BXTD,User,613
5598,SN,CBGH,Passing Point,55
5599,SN,CBGH,User,613
5600,SN,CFTNRJN,Passing Point,79
5601,SN,CHCHSTR,Passing Point,146
5602,SN,CHCHSTR,User,3074
5603,SN,CHEAM,Passing Point,29
5604,SN,CHEAM,User,3705
5605,SN,CHRSTSH,Passing Point,12
5606,SN,CHRSTSH,User,914
5607,SN,CHSD,Passing Point,1
5608,SN,CHSD,User,1406
5609,SN,CLPHHS,Passing Point,9
5610,SN,CLPHMJC,Passing Point,602
5611,SN,CLPHMJC,User,11525
5612,SN,CODNBCH,Passing Point,67
5613,SN,CODNBCH,User,1510
5614,SN,COKSBDG,Passing Point,25
5615,SN,COKSBDG,User,672
5616,SN,COLSDNS,Passing Point,58
5617,SN,COLSDNS,User,1292
5618,SN,COLSTWN,Passing Point,31
5619,SN,COLSTWN,User,1406
5620,SN,COSHAM,Passing Point,20
5621,SN,COSHAM,User,1264
5622,SN,COSHAMJ,Passing Point,1244
5623,SN,COWDEN,User,604
5624,SN,CPYHLDJ,Passing Point,2835
5625,SN,CRAWLEY,Passing Point,69
5626,SN,CRAWLEY,User,1298
5627,SN,CRSHLTB,Passing Point,43
5628,SN,CRSHLTB,User,2988
5629,SN,CRSHLTN,Passing Point,7
5630,SN,CRSHLTN,User,2582
5631,SN,CRYS167,Passing Point,14
5632,SN,CRYSBRJ,Passing Point,2947
5633,SN,CRYSTLP,Passing Point,440
5634,SN,CRYSTLP,User,2502
5635,SN,CSEAH,User,672
5636,SN,CTNG,Passing Point,67
5637,SN,CTNG,User,1524
5638,SN,DENMRKH,Passing Point,79
5639,SN,DOLEHAM,Passing Point,7
5640,SN,DOLEHAM,User,122
5641,SN,DORKING,Passing Point,31
5642,SN,DORKING,User,504
5643,SN,DORMANS,User,1168
5644,SN,DRNGTOS,Passing Point,19
5645,SN,DRNGTOS,User,2203
5646,SN,EARLSWD,Passing Point,4204
5647,SN,EARLSWD,User,184
5648,SN,EBOU501,Passing Point,2
5649,SN,EBOURNE,User,1414
5650,SN,ECROYDN,Passing Point,386
5651,SN,ECROYDN,User,9319
5652,SN,EDNB,User,856
5653,SN,EDNT,Passing Point,23
5654,SN,EDNT,User,620
5655,SN,EDULWCH,Passing Point,7
5656,SN,EDULWCH,User,2372
5657,SN,ELGH,User,30
5658,SN,ELGHSJN,Passing Point,44
5659,SN,EMSWTH,Passing Point,744
5660,SN,EMSWTH,User,2618
5661,SN,EPSM,Passing Point,3
5662,SN,EPSM,User,1255
5663,SN,ERIDBUS,User,7
5664,SN,ERIDGE,User,613
5665,SN,ESTFLDS,Passing Point,27
5666,SN,ESTFLDS,User,1500
5667,SN,EWELLE,Passing Point,42
5668,SN,EWELLE,User,2625
5669,SN,EWRTHNG,Passing Point,57
5670,SN,EWRTHNG,User,1506
5671,SN,FACTRYJ,Passing Point,177
5672,SN,FAMR,Passing Point,163
5673,SN,FAMR,User,2469
5674,SN,FAREHAM,Passing Point,44
5675,SN,FAREHAM,User,1236
5676,SN,FARENJN,Passing Point,30
5677,SN,FAYGATE,Passing Point,27
5678,SN,FAYGATE,User,14
5679,SN,FORD,Passing Point,1797
5680,SN,FORD,User,3633
5681,SN,FORESTH,Passing Point,114
5682,SN,FORESTH,User,1514
5683,SN,FRATGSA,User,116
5684,SN,FRATTNE,Passing Point,865
5685,SN,FRATTON,Passing Point,60
5686,SN,FRATTON,User,1800
5687,SN,FRLNGTJ,Passing Point,2983
5688,SN,FSHBBUS,User,80
5689,SN,FSHBORN,Passing Point,97
5690,SN,FSHBORN,User,748
5691,SN,FSHRSGT,Passing Point,81
5692,SN,FSHRSGT,User,1022
5693,SN,GIPSYH,Passing Point,84
5694,SN,GIPSYH,User,2672
5695,SN,GLYNDE,Passing Point,44
5696,SN,GLYNDE,User,984
5697,SN,GODSTON,Passing Point,5
5698,SN,GODSTON,User,1004
5699,SN,GORNGBS,Passing Point,19
5700,SN,GORNGBS,User,2203
5701,SN,GRNHJN,Passing Point,668
5702,SN,GTWK,Passing Point,441
5703,SN,GTWK,User,3754
5704,SN,HASOCKS,Passing Point,42
5705,SN,HASOCKS,User,1277
5706,SN,HASTING,Passing Point,2
5707,SN,HASTING,User,1568
5708,SN,HAVANT,Passing Point,78
5709,SN,HAVANT,User,2905
5710,SN,HERNEH,Passing Point,98
5711,SN,HEVER,Passing Point,64
5712,SN,HEVER,User,604
5713,SN,HILSEA,Passing Point,6
5714,SN,HILSEA,User,656
5715,SN,HKBG,Passing Point,20
5716,SN,HKBG,User,1500
5717,SN,HLMW,User,552
5718,SN,HMBLE,User,14
5719,SN,HMPDNPK,Passing Point,20
5720,SN,HMPDNPK,User,3191
5721,SN,HMST,User,696
5722,SN,HONROPK,Passing Point,114
5723,SN,HONROPK,User,1514
5724,SN,HORLEY,Passing Point,53
5725,SN,HORLEY,User,425
5726,SN,HORSHAM,Passing Point,41
5727,SN,HORSHAM,User,1228
5728,SN,HOVE,Passing Point,225
5729,SN,HOVE,User,2815
5730,SN,HROW,User,664
5731,SN,HRSTGRN,Passing Point,68
5732,SN,HRSTGRN,User,1788
5733,SN,HYWRDSH,Passing Point,244
5734,SN,HYWRDSH,User,2526
5735,SN,IFIELD,Passing Point,13
5736,SN,IFIELD,User,92
5737,SN,KENOLYM,User,672
5738,SN,KEYMERJ,Passing Point,3016
5739,SN,KGWD,Passing Point,1
5740,SN,KGWD,User,1406
5741,SN,KLGL,Passing Point,2
5742,SN,KNLY,Passing Point,11
5743,SN,KNLY,User,2403
5744,SN,KNLYBUS,User,3
5745,SN,LEIGBUS,User,220
5746,SN,LEIGHK,User,770
5747,SN,LETHRHD,Passing Point,34
5748,SN,LETHRHD,User,1396
5749,SN,LEWES,Passing Point,223
5750,SN,LEWES,User,3542
5751,SN,LHVN,Passing Point,7
5752,SN,LHVN,User,162
5753,SN,LINGFLD,User,1168
5754,SN,LNCG,Passing Point,28
5755,SN,LNCG,User,2490
5756,SN,LNDNASJ,Passing Point,7937
5757,SN,LNDNBCJ,Passing Point,147
5758,SN,LNGHDGJ,Passing Point,168
5759,SN,LTCHMRJ,Passing Point,664
5760,SN,LTLHMJN,Passing Point,2235
5761,SN,LTLHMPT,User,54
5762,SN,MERSTHM,Passing Point,58
5763,SN,MERSTHM,User,1288
5764,SN,MITCHMJ,Passing Point,1123
5765,SN,MITCHMJ,User,1500
5766,SN,MLSECMB,Passing Point,19
5767,SN,MLSECMB,User,2135
5768,SN,MTRBDGJ,Passing Point,664
5769,SN,NDULWCH,Passing Point,7
5770,SN,NDULWCH,User,2372
5771,SN,NETLEY,User,72
5772,SN,NEWHVNH,Passing Point,866
5773,SN,NEWHVNH,User,626
5774,SN,NEWHVNT,Passing Point,82
5775,SN,NEWHVNT,User,1482
5776,SN,NEWXGTE,Passing Point,3610
5777,SN,NEWXGTE,User,1514
5778,SN,NORBURY,Passing Point,58
5779,SN,NORBURY,User,3393
5780,SN,NORWDFJ,Passing Point,2577
5781,SN,NORWDJ,Passing Point,2241
5782,SN,NORWDJ,User,4056
5783,SN,NPLE813,Passing Point,12
5784,SN,NPOLEJ,Passing Point,28
5785,SN,NRMNSBY,Passing Point,92
5786,SN,NRMNSBY,User,681
5787,SN,NTHMJN,Passing Point,1240
5788,SN,NUTBBUS,User,80
5789,SN,NUTBORN,Passing Point,103
5790,SN,NUTBORN,User,694
5791,SN,NUTFBUS,User,72
5792,SN,NUTFILD,User,932
5793,SN,NWEMJN,Passing Point,1
5794,SN,OCKLYAC,User,552
5795,SN,OLDKRDJ,Passing Point,2813
5796,SN,OREE,User,696
5797,SN,OXTE306,Passing Point,14
5798,SN,OXTED,Passing Point,65
5799,SN,OXTED,User,1677
5800,SN,PCHESTR,User,614
5801,SN,PCKHMQD,Passing Point,16
5802,SN,PCKHMQD,User,2372
5803,SN,PCRKJN,Passing Point,1739
5804,SN,PENEW,Passing Point,98
5805,SN,PENEW,User,1312
5806,SN,PKHMRYC,Passing Point,441
5807,SN,PKHMRYC,User,2372
5808,SN,PLMPTON,Passing Point,11
5809,SN,PLMPTON,User,718
5810,SN,PNSHBUS,User,220
5811,SN,PNSHRST,User,770
5812,SN,POLGATE,Passing Point,149
5813,SN,POLGATE,User,2247
5814,SN,POUPRTJ,Passing Point,174
5815,SN,PRSP,Passing Point,613
5816,SN,PRSP,User,1118
5817,SN,PSEA,Passing Point,35
5818,SN,PSEA,User,858
5819,SN,PSLDAWH,Passing Point,52
5820,SN,PSLDAWH,User,2784
5821,SN,PULBRO,Passing Point,994
5822,SN,PULBRO,User,1228
5823,SN,PURLEY,Passing Point,4143
5824,SN,PURLEY,User,3827
5825,SN,PURLEYO,Passing Point,184
5826,SN,PURLEYO,User,1594
5827,SN,PVNSYAW,Passing Point,777
5828,SN,PVNSYAW,User,1676
5829,SN,PVNSYBY,Passing Point,92
5830,SN,PVNSYBY,User,126
5831,SN,RDLSDWN,Passing Point,42
5832,SN,RDLSDWN,User,1180
5833,SN,REDH483,Passing Point,31
5834,SN,REDHILL,Passing Point,157
5835,SN,REDHILL,User,1512
5836,SN,REEDHMS,Passing Point,1
5837,SN,REEDHMS,User,1538
5838,SN,RYEE,User,696
5839,SN,SALFDS,Passing Point,130
5840,SN,SALFDS,User,170
5841,SN,SBOUBUS,User,154
5842,SN,SBOURNE,Passing Point,64
5843,SN,SBOURNE,User,1932
5844,SN,SBRMNDS,Passing Point,16
5845,SN,SBRMNDS,User,2372
5846,SN,SBRMNSJ,Passing Point,3899
5847,SN,SCROYDN,Passing Point,4571
5848,SN,SCROYDN,User,1691
5849,SN,SDEPFA,Passing Point,82
5850,SN,SDSD,Passing Point,598
5851,SN,SDSD,User,1180
5852,SN,SELHGRJ,Passing Point,4477
5853,SN,SELHRST,Passing Point,6186
5854,SN,SELHRST,User,3260
5855,SN,SESAA26,User,16
5856,SN,SESARDM,Passing Point,47
5857,SN,SESARDM,User,738
5858,SN,SHOLING,User,14
5859,SN,SHPDSB,User,664
5860,SN,SHPSHLA,Passing Point,65
5861,SN,SHRHMBS,Passing Point,255
5862,SN,SHRHMBS,User,2798
5863,SN,SLHRSTD,Passing Point,60
5864,SN,SNSTJN,Passing Point,5409
5865,SN,SOTPKWY,User,30
5866,SN,SPAROAD,Passing Point,7937
5867,SN,STDENYS,Passing Point,1166
5868,SN,STDENYS,User,74
5869,SN,STHRHMJ,Passing Point,3067
5870,SN,STHWICK,Passing Point,59
5871,SN,STHWICK,User,1818
5872,SN,STLNRWS,Passing Point,207
5873,SN,STLNRWS,User,2222
5874,SN,STRENJN,Passing Point,10625
5875,SN,STRESJN,Passing Point,2621
5876,SN,STRETHM,Passing Point,367
5877,SN,STRETHM,User,1219
5878,SN,STRH658,Passing Point,17
5879,SN,STRHCOM,Passing Point,709
5880,SN,STRHCOM,User,3479
5881,SN,STRHILL,Passing Point,171
5882,SN,STRHILL,User,1360
5883,SN,STRHUSW,Passing Point,10
5884,SN,STWTJN,Passing Point,471
5885,SN,SUTTON,Passing Point,96
5886,SN,SUTTON,User,4816
5887,SN,SWNWICK,User,1218
5888,SN,SYDENHM,Passing Point,3610
5889,SN,SYDENHM,User,1514
5890,SN,TADWBUS,User,3
5891,SN,TADWTH,Passing Point,1
5892,SN,TADWTH,User,1403
5893,SN,THBDGS,Passing Point,2325
5894,SN,THBDGS,User,1741
5895,SN,THOK,User,476
5896,SN,THTH,Passing Point,58
5897,SN,THTH,User,3393
5898,SN,TNSLYGJ,Passing Point,16
5899,SN,TULSEH,Passing Point,446
5900,SN,TULSEH,User,2363
5901,SN,TULSLJ,Passing Point,181
5902,SN,UWRLNGH,Passing Point,42
5903,SN,UWRLNGH,User,1180
5904,SN,VICTRIC,Passing Point,28
5905,SN,VOLTRDJ,Passing Point,177
5906,SN,WADDON,Passing Point,46
5907,SN,WADDON,User,2997
5908,SN,WALNGTN,Passing Point,180
5909,SN,WALNGTN,User,2997
5910,SN,WANDCMN,Passing Point,79
5911,SN,WANDCMN,User,2538
5912,SN,WARNHAM,User,552
5913,SN,WATFDJ,User,56
5914,SN,WATFJSJ,Passing Point,1
5915,SN,WBRMPTN,User,672
5916,SN,WCROYDN,Passing Point,159
5917,SN,WCROYDN,User,3231
5918,SN,WDMNSTR,Passing Point,1
5919,SN,WDMNSTR,User,1406
5920,SN,WHYTBUS,User,3
5921,SN,WHYTELF,Passing Point,11
5922,SN,WHYTELF,User,2406
5923,SN,WHYTLFS,Passing Point,11
5924,SN,WHYTLFS,User,2403
5925,SN,WILDJN,Passing Point,4627
5926,SN,WINCHLS,Passing Point,7
5927,SN,WINCHLS,User,440
5928,SN,WLDNGHM,Passing Point,42
5929,SN,WLDNGHM,User,1180
5930,SN,WLSDBSJ,Passing Point,664
5931,SN,WLSDNBJ,Passing Point,664
5932,SN,WLSDNN7,Passing Point,664
5933,SN,WLSDWLJ,Passing Point,664
5934,SN,WMBY,Passing Point,144
5935,SN,WMBY,User,520
5936,SN,WNDMLBJ,Passing Point,11338
5937,SN,WNDSWRD,Passing Point,9
5938,SN,WNORWDJ,Passing Point,3162
5939,SN,WNORWOD,Passing Point,498
5940,SN,WNORWOD,User,2672
5941,SN,WOLSTON,User,130
5942,SN,WORTHNG,Passing Point,178
5943,SN,WORTHNG,User,2734
5944,SN,WRBLNGT,Passing Point,90
5945,SN,WRBLNGT,User,772
5946,SN,WVLSFLD,Passing Point,47
5947,SN,WVLSFLD,User,1146
5948,SN,WWRTHNG,Passing Point,610
5949,SN,WWRTHNG,User,2203
5950,SO,CHNELSJ,Passing Point,6
5951,SO,CMDNJN,Passing Point,4
5952,SO,CMDNRDJ,Passing Point,6
5953,SO,CMDNREJ,Passing Point,6
5954,SO,CNNBYWJ,Passing Point,6
5955,SO,FRSTGTJ,Passing Point,6
5956,SO,GOSPLOK,Passing Point,2
5957,SO,HMPSTDH,Passing Point,1
5958,SO,ILFELEJ,Passing Point,6
5959,SO,ILFORD,Passing Point,6
5960,SO,KENSLGJ,Passing Point,2
5961,SO,LEAJ,Passing Point,3
5962,SO,MANRPK,Passing Point,2
5963,SO,MRYLAND,Passing Point,3
5964,SO,NAVRDJ,Passing Point,6
5965,SO,STFD,Passing Point,6
5966,SO,WHMDSTD,Passing Point,2
5967,SO,WLSDWLJ,Passing Point,4
5968,SO,WSBRNRJ,Passing Point,6
5969,SR,ABDO,User,1046
5970,SR,ABHLJN,Passing Point,1704
5971,SR,ABHLJN,User,16
5972,SR,ABRD222,Passing Point,551
5973,SR,ABRD223,Passing Point,560
5974,SR,ABRD229,Passing Point,560
5975,SR,ABRD230,Passing Point,551
5976,SR,ABRD55,Passing Point,560
5977,SR,ABRD56,Passing Point,551
5978,SR,ABRDEEN,User,327
5979,SR,ABRDFJN,Passing Point,1111
5980,SR,ACHANLT,User,80
5981,SR,ACHHSHL,User,80
5982,SR,ACHILCK,User,160
5983,SR,ACHNGRY,Passing Point,64
5984,SR,ACHNSHN,User,80
5985,SR,ADIEWEL,User,468
5986,SR,AIRBLES,Passing Point,78
5987,SR,AIRBLES,User,1122
5988,SR,AIRDRIE,User,1154
5989,SR,ALNESS,User,152
5990,SR,ALTNBRC,Passing Point,16
5991,SR,ALTNBRC,User,56
5992,SR,ALXANDR,Passing Point,6
5993,SR,ALXANDR,User,1096
5994,SR,ALXPD,Passing Point,56
5995,SR,ALXPD,User,936
5996,SR,ANDRSTN,Passing Point,14
5997,SR,ANNAN,User,424
5998,SR,ANSL,Passing Point,75
5999,SR,ANSL,User,3188
6000,SR,ARBROTH,Passing Point,23
6001,SR,ARBROTH,User,640
6002,SR,ARCHRAT,User,144
6003,SR,ARDGAY,User,88
6004,SR,ARDLUI,User,144
6005,SR,ARDRSSB,Passing Point,33
6006,SR,ARDRSSB,User,988
6007,SR,ARDRSTN,Passing Point,6
6008,SR,ARDRSTN,User,424
6009,SR,ARGYLST,User,3094
6010,SR,ARISAIG,User,89
6011,SR,ARKLSTJ,Passing Point,3921
6012,SR,ARMDALE,User,1148
6013,SR,ASFIELD,User,464
6014,SR,ATADALE,User,80
6015,SR,AVIEMRE,Passing Point,16
6016,SR,AVIEMRE,User,353
6017,SR,AYRR,Passing Point,2
6018,SR,AYRR,User,48
6019,SR,BALISTN,User,1048
6020,SR,BALLOCH,User,8
6021,SR,BALMOSS,User,64
6022,SR,BANAVIE,User,89
6023,SR,BARASIE,User,1035
6024,SR,BARASIJ,Passing Point,1412
6025,SR,BEASDAL,User,89
6026,SR,BEAULY,User,228
6027,SR,BENHARJ,Passing Point,532
6028,SR,BERYDNJ,Passing Point,636
6029,SR,BGOALAN,User,762
6030,SR,BHLP,Passing Point,599
6031,SR,BISHPTN,Passing Point,2
6032,SR,BISHPTN,User,1742
6033,SR,BISLND,Passing Point,351
6034,SR,BISLND,User,1046
6035,SR,BLAIRHL,User,2105
6036,SR,BLANTYR,Passing Point,33
6037,SR,BLANTYR,User,2145
6038,SR,BLARATH,Passing Point,200
6039,SR,BLARATH,User,137
6040,SR,BLFD,Passing Point,845
6041,SR,BLGRVE,Passing Point,200
6042,SR,BLGRVE,User,3075
6043,SR,BLKRDGE,User,1148
6044,SR,BLSHL,User,1254
6045,SR,BNHL,Passing Point,56
6046,SR,BNHL,User,936
6047,SR,BOGSTON,Passing Point,7
6048,SR,BOGSTON,User,1045
6049,SR,BOORCHY,User,81
6050,SR,BOWLING,User,1096
6051,SR,BREICH,User,448
6052,SR,BRFRY,Passing Point,651
6053,SR,BRFRY,User,492
6054,SR,BRGDDIE,User,1048
6055,SR,BRHD,User,936
6056,SR,BRIDGTN,User,3271
6057,SR,BRNCHTN,User,556
6058,SR,BROADFO,User,80
6059,SR,BRORA,User,72
6060,SR,BRRHL,User,104
6061,SR,BRRYLNK,User,64
6062,SR,BRSDE,User,1128
6063,SR,BRUSTAN,User,600
6064,SR,BSDN,Passing Point,93
6065,SR,BSDN,User,1080
6066,SR,BSHB,Passing Point,2076
6067,SR,BSHB,User,575
6068,SR,BTHGATE,User,1097
6069,SR,BTHGEJ,Passing Point,52
6070,SR,BUSBY,Passing Point,18
6071,SR,BUSBY,User,879
6072,SR,BUSBYJ,Passing Point,2247
6073,SR,BWLDJN,Passing Point,600
6074,SR,BYREHJ,Passing Point,41
6075,SR,CAARMNT,Passing Point,1095
6076,SR,CAMELON,User,1154
6077,SR,CARFIN,User,452
6078,SR,CARLILE,User,6
6079,SR,CARMYLE,Passing Point,30
6080,SR,CARMYLE,User,1048
6081,SR,CARRBDG,Passing Point,192
6082,SR,CARRBDG,User,173
6083,SR,CCRT,Passing Point,94
6084,SR,CCRT,User,1246
6085,SR,CCRTWJN,Passing Point,1948
6086,SR,CDND,User,566
6087,SR,CDNL,User,1107
6088,SR,CDRS,User,1193
6089,SR,CFFT,User,1128
6090,SR,CHRNGXG,Passing Point,32
6091,SR,CHRNGXG,User,3085
6092,SR,CHTLRT,Passing Point,42
6093,SR,CHTLRT,User,1023
6094,SR,CKHL,User,880
6095,SR,CKHLCSJ,Passing Point,880
6096,SR,CLDRCRX,User,1148
6097,SR,CLELAND,User,476
6098,SR,CLHY,Passing Point,196
6099,SR,CLRKSTN,Passing Point,30
6100,SR,CLRKSTN,User,879
6101,SR,CLUNSIB,Passing Point,196
6102,SR,CLYBANK,Passing Point,1259
6103,SR,CLYBANK,User,2038
6104,SR,CMBRNLD,Passing Point,70
6105,SR,CMBRNLD,User,448
6106,SR,CMBSLNG,User,2861
6107,SR,CMPRDNJ,Passing Point,757
6108,SR,CMUSLP,Passing Point,596
6109,SR,CNST,Passing Point,559
6110,SR,CNST,User,584
6111,SR,CNTY,User,2099
6112,SR,COATBDC,Passing Point,70
6113,SR,COATBDC,User,464
6114,SR,COATBDS,Passing Point,46
6115,SR,COATBDS,User,2109
6116,SR,COATDYK,User,2105
6117,SR,COBB712,Passing Point,32
6118,SR,COBB713,Passing Point,32
6119,SR,CONNELF,User,170
6120,SR,CONONBR,User,228
6121,SR,CORPACH,User,89
6122,SR,CORROUR,User,81
6123,SR,CRAHALL,Passing Point,369
6124,SR,CRAIGO,Passing Point,1111
6125,SR,CRGDRN,User,1193
6126,SR,CRGDRNJ,Passing Point,1341
6127,SR,CRGISTH,Passing Point,1111
6128,SR,CRGNTYJ,Passing Point,1819
6129,SR,CRLK,User,810
6130,SR,CRLORTJ,Passing Point,14
6131,SR,CRMRSEJ,Passing Point,1363
6132,SR,CRMRSWJ,Passing Point,1715
6133,SR,CRNLRCH,User,144
6134,SR,CROKSTN,User,880
6135,SR,CROSSHL,User,1778
6136,SR,CROY,Passing Point,797
6137,SR,CROY,User,1796
6138,SR,CRSMYLF,Passing Point,96
6139,SR,CRSMYLF,User,1695
6140,SR,CRSTRS,User,64
6141,SR,CRSTRSE,Passing Point,64
6142,SR,CRTSDYK,User,1077
6143,SR,CULDNMR,Passing Point,364
6144,SR,CULRAIN,Passing Point,16
6145,SR,CULRAIN,User,72
6146,SR,CUPAR,Passing Point,220
6147,SR,CUPAR,User,596
6148,SR,CURRIEH,User,496
6149,SR,CWDNBTH,Passing Point,14
6150,SR,CWDNBTH,User,566
6151,SR,CWLRSEJ,Passing Point,6
6152,SR,CWLRSNJ,Passing Point,608
6153,SR,CWLRSSJ,Passing Point,4074
6154,SR,CWLRSWJ,Passing Point,3673
6155,SR,DALGETY,User,1030
6156,SR,DALMUIR,Passing Point,20
6157,SR,DALMUIR,User,2399
6158,SR,DALRY,Passing Point,782
6159,SR,DALRY,User,1393
6160,SR,DALWHIN,Passing Point,204
6161,SR,DALWHIN,User,133
6162,SR,DAWSHLM,User,464
6163,SR,DINGWAL,User,228
6164,SR,DLMALLY,User,128
6165,SR,DLMRNOK,User,3066
6166,SR,DLMY,User,800
6167,SR,DLMYJN,Passing Point,2167
6168,SR,DLNCRDH,Passing Point,337
6169,SR,DLNSPDL,Passing Point,337
6170,SR,DLREOCH,Passing Point,253
6171,SR,DLREOCH,User,2289
6172,SR,DLRYMPL,Passing Point,296
6173,SR,DMBRTNC,Passing Point,129
6174,SR,DMBRTNC,User,2427
6175,SR,DMBRTNE,Passing Point,2
6176,SR,DMBRTNE,User,2289
6177,SR,DNFRMLE,Passing Point,14
6178,SR,DNFRMLE,User,566
6179,SR,DNFRMQM,User,566
6180,SR,DNLP,User,936
6181,SR,DNROBIN,User,52
6182,SR,DREMJ,Passing Point,64
6183,SR,DREMJ,User,618
6184,SR,DRMCHPL,User,2108
6185,SR,DRMFCHR,User,556
6186,SR,DRMGLCH,User,1152
6187,SR,DRUMRY,Passing Point,1046
6188,SR,DRUMRY,User,1045
6189,SR,DUBBSJ,Passing Point,41
6190,SR,DUIRNSH,User,80
6191,SR,DUKEST,Passing Point,56
6192,SR,DUKEST,User,936
6193,SR,DUMBRCK,User,880
6194,SR,DUMFRES,User,144
6195,SR,DUNANE,Passing Point,602
6196,SR,DUNANE,User,264
6197,SR,DUNCRAG,User,80
6198,SR,DUNDCJ,Passing Point,1830
6199,SR,DUNDETB,Passing Point,19
6200,SR,DUNDETB,User,654
6201,SR,DUNKELD,Passing Point,24
6202,SR,DUNKELD,User,313
6203,SR,DUNROD,Passing Point,523
6204,SR,DYCE,Passing Point,16
6205,SR,DYCE,User,846
6206,SR,EDINBUR,Passing Point,48
6207,SR,EDINBUR,User,52
6208,SR,EDINGWY,User,1700
6209,SR,EDINPRK,User,1964
6210,SR,EGLNSTJ,Passing Point,1356
6211,SR,ELDRSLI,Passing Point,2177
6212,SR,ELGIN,User,312
6213,SR,ERROLLC,Passing Point,599
6214,SR,ESHS,User,2105
6215,SR,ESKBANK,User,600
6216,SR,EXHIBTC,User,3271
6217,SR,FAIRLIE,User,564
6218,SR,FALKRKG,User,706
6219,SR,FALKRKH,Passing Point,124
6220,SR,FALKRKH,User,1231
6221,SR,FAULDHS,User,468
6222,SR,FEARN,User,144
6223,SR,FLKLJN,Passing Point,1412
6224,SR,FLSCRHN,User,128
6225,SR,FNSTNEJ,Passing Point,3299
6226,SR,FNSTNWJ,Passing Point,3183
6227,SR,FORRES,Passing Point,26
6228,SR,FORRES,User,352
6229,SR,FORSNRD,User,72
6230,SR,FRTMTLD,Passing Point,7
6231,SR,FRTMTLD,User,1166
6232,SR,FRTWJN,Passing Point,146
6233,SR,FRTWLM,User,65
6234,SR,FUSHBJN,Passing Point,600
6235,SR,GALASLS,User,600
6236,SR,GANTRYA,Passing Point,367
